,date,equity,open,close,type
0,2021-05-05 02:00:00,1000.0,30.325184199999995,31.2777554,
1,2021-05-05 06:00:00,1000.0,31.2867608,32.3423938,
2,2021-05-05 10:00:00,1000.0,32.3614052,32.1332684,
3,2021-05-05 14:00:00,1000.0,32.139272,33.1518792,
4,2021-05-05 18:00:00,1000.0,33.1328678,35.011994599999994,
5,2021-05-05 22:00:00,1000.0,35.005990999999995,35.2791548,
6,2021-05-06 02:00:00,1000.0,35.270792500000006,35.038490900000006,
7,2021-05-06 06:00:00,1000.0,35.0374896,37.327462700000005,
8,2021-05-06 10:00:00,1000.0,37.3424822,37.7720399,
9,2021-05-06 14:00:00,1000.0,37.7720399,36.517411,
10,2021-05-06 18:00:00,1000.0,36.5013902,37.0400896,
11,2021-05-06 22:00:00,1000.0,37.0120532,38.0524039,
12,2021-05-07 02:00:00,1000.0,38.0362018,37.1403963,
13,2021-05-07 06:00:00,1000.0,37.1023621,39.6306355,
14,2021-05-07 10:00:00,1000.0,39.6186247,42.1629125,
15,2021-05-07 14:00:00,1000.0,42.1629125,41.707503,
16,2021-05-07 18:00:00,1000.0,41.7045003,39.8017894,
17,2021-05-07 22:00:00,1000.0,39.7947831,37.9090875,
18,2021-05-08 02:00:00,1000.0,37.8936372,39.0378945,
19,2021-05-08 06:00:00,1000.0,39.0258813,38.452251,
20,2021-05-08 10:00:00,1000.0,38.490292800000006,38.4302268,
21,2021-05-08 14:00:00,1000.0,38.4302268,37.55025990000001,
22,2021-05-08 18:00:00,1000.0,37.564275300000006,39.399291600000005,
23,2021-05-08 22:00:00,1000.0,39.3792696,38.4412389,
24,2021-05-09 02:00:00,1000.0,38.4604384,37.0972608,
25,2021-05-09 06:00:00,1000.0,37.1122848,36.5413728,
26,2021-05-09 10:00:00,1000.0,36.5423744,36.95904,
27,2021-05-09 14:00:00,1000.0,37.0071168,37.1062752,
28,2021-05-09 18:00:00,1000.0,37.1032704,37.7583168,
29,2021-05-09 22:00:00,1000.0,37.7583168,39.0313504,
30,2021-05-10 02:00:00,1000.0,39.026988,39.02198299999999,
31,2021-05-10 06:00:00,1000.0,39.05902,40.90486399999999,
32,2021-05-10 10:00:00,1000.0,40.881841,38.812774,
33,2021-05-10 14:00:00,1000.0,38.812774,38.4384,
34,2021-05-10 18:00:00,1000.0,38.4384,33.438405,
35,2021-05-10 22:00:00,1000.0,33.417384,34.686651999999995,
36,2021-05-11 02:00:00,1000.0,34.68465,33.387353999999995,
37,2021-05-11 06:00:00,1000.0,33.384350999999995,35.03600099999999,
38,2021-05-11 10:00:00,1000.0,35.077042,34.717682999999994,
39,2021-05-11 14:00:00,1000.0,34.7347,35.818783,
40,2021-05-11 18:00:00,1000.0,35.78274699999999,35.400365,
41,2021-05-11 22:00:00,1000.0,35.435399999999994,36.83679999999999,
42,2021-05-12 02:00:00,1000.0,36.812121600000005,38.5401928,
43,2021-05-12 06:00:00,1000.0,38.54319640000001,38.7624592,
44,2021-05-12 10:00:00,1000.0,38.716404,40.388408000000005,
45,2021-05-12 14:00:00,1000.0,40.377394800000005,38.50815440000001,
46,2021-05-12 18:00:00,1000.0,38.47811840000001,37.7392328,
47,2021-05-12 22:00:00,1000.0,37.7342268,32.83936,
48,2021-05-13 02:00:00,1000.0,32.8489896,35.5660863,
49,2021-05-13 06:00:00,1000.0,35.5600905,36.51542129999999,
